ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Pages
riun1237-1-1-1,,riun1237-1,1,"(s,c)a","(s,c)a",,,Pita2016,,false,,,p.132
riun1237-1-2-1,,riun1237-1,2,sua,sua,,,Pita2016,,false,,,p.132
riun1237-1-3-1,,riun1237-1,3,təlu,təlu,,,Pita2016,,false,,,p.132
riun1237-1-4-1,,riun1237-1,4,pat,pat,,,Pita2016,,false,,,p.132
riun1237-1-5-1,,riun1237-1,5,lima,lima,,,Pita2016,,false,,,p.132
riun1237-1-6-1,,riun1237-1,6,nen(ng),nen(ng),,,Pita2016,,false,,,p.132
riun1237-1-7-1,,riun1237-1,7,Pitu,Pitu,,,Pita2016,,false,,,p.132
riun1237-1-8-1,,riun1237-1,8,walu,walu,,,Pita2016,,false,,,p.132
riun1237-1-9-1,,riun1237-1,9,"(s,c)iwa","(s,c)iwa",,,Pita2016,,false,,,p.132
riun1237-1-10-1,,riun1237-1,10,Sa bulu,Sa bulu,,,Pita2016,,false,,,p.132
riun1237-1-11-1,,riun1237-1,11,s(c)apulu s(c)a,s(c)apulu s(c)a,,,Pita2016,,false,,,p.132
riun1237-1-12-1,,riun1237-1,12,s(c)apulu sua,s(c)apulu sua,,,Pita2016,,false,,,p.132
romk1240-1-1-1,,romk1240-1,1,duotu,duotu,,,Tousch2013,,false,,,
romk1240-1-1-2,,romk1240-1,1,dutu,dutu,,,Tousch2013,,false,,,
romk1240-1-2-1,,romk1240-1,2,wɑinyə,wɑinyə,,,Tousch2013,,false,,,
romk1240-1-2-2,,romk1240-1,2,nɡuenie,nɡuenie,,,Tousch2013,,false,,,
romk1240-1-3-1,,romk1240-1,3,nyonɡku,nyonɡku,,,Tousch2013,,false,,,
romk1240-1-3-2,,romk1240-1,3,niuku,niuku,,,Tousch2013,,false,,,
romk1240-1-4-1,,romk1240-1,4,opoɑntɑnɑ,opoɑntɑnɑ,,,Tousch2013,,false,,,
romk1240-1-4-2,,romk1240-1,4,opuontɑnɑ,opuontɑnɑ,,,Tousch2013,,false,,,
romk1240-1-5-1,,romk1240-1,5,pɑpudu,pɑpudu,,,Tousch2013,,false,,,
romk1240-1-5-2,,romk1240-1,5,pɑpəndu,pɑpəndu,,,Tousch2013,,false,,,
romk1240-2-1-1,,romk1240-2,1,undu,undu,,,Tousch2013,,false,,,
romk1240-2-2-1,,romk1240-2,2,onɡonyʌ,onɡonyʌ,,,Tousch2013,,false,,,
romk1240-2-2-2,,romk1240-2,2,onɡuoniɑnon,onɡuoniɑnon,,,Tousch2013,,false,,,
romk1240-2-3-1,,romk1240-2,3,nyunɡku,nyunɡku,,,Tousch2013,,false,,,
romk1240-2-3-2,,romk1240-2,3,niunku,niunku,,,Tousch2013,,false,,,
romk1240-2-4-1,,romk1240-2,4,onɡonyʌonɡonyʌ,onɡonyʌonɡonyʌ,,,Tousch2013,,false,,,
romk1240-2-4-2,,romk1240-2,4,inonɡoininonɡoin,inonɡoininonɡoin,,,Tousch2013,,false,,,
romk1240-2-5-1,,romk1240-2,5,pɑpundu,pɑpundu,,,Tousch2013,,false,,,
romk1240-2-5-2,,romk1240-2,5,pɑpəndu,pɑpəndu,,,Tousch2013,,false,,,
romk1240-3-1-1,,romk1240-3,1,ndu,ndu,,,Tousch2013,,false,,,
romk1240-3-2-1,,romk1240-3,2,moynyʌ,moynyʌ,,,Tousch2013,,false,,,
romk1240-3-3-1,,romk1240-3,3,nyunku,nyunku,,,Tousch2013,,false,,,
romk1240-3-4-1,,romk1240-3,4,noynɡoinyɑnoynɡoinyɑ,noynɡoinyɑnoynɡoinyɑ,,they said that ‘four’ was ‘two’ twice,Tousch2013,,false,,,
romk1240-3-5-1,,romk1240-3,5,pɾɑmbundu,pɾɑmbundu,,,Tousch2013,,false,,,
romk1240-4-1-1,,romk1240-4,1,duːtu,duːtu,,,Zgraggen1972,,false,,,pp.215-219
romk1240-4-1-2,,romk1240-4,1,ndʊ,ndʊ,,,Zgraggen1972,,false,,,pp.215-219
romk1240-4-2-1,,romk1240-4,2,ŋuʌːñɑ,ŋuʌːñɑ,,,Zgraggen1972,,false,,,pp.215-219
romk1240-4-3-1,,romk1240-4,3,ñinʊŋku,ñinʊŋku,,,Zgraggen1972,,false,,,pp.215-219
romk1240-4-4-1,,romk1240-4,4,ŋʊŋʌñɑ ŋʊŋʌñɑ,ŋʊŋʌñɑ ŋʊŋʌñɑ,,,Zgraggen1972,,false,,,pp.215-219
romk1240-4-5-1,,romk1240-4,5,pɑpɑn nduː,pɑpɑn nduː,,[ʌpr̃ʌ = hand],Zgraggen1972,,false,,,pp.215-219
ronj1237-1-1-1,,ronj1237-1,1,tanina,tanina,,,Smith1988,,false,,,p.62
ronj1237-1-2-1,,ronj1237-1,2,lua,lua,,,Smith1988,,false,,,p.62
ronj1237-1-3-1,,ronj1237-1,3,lua ma tenina,lua ma tenina,,,Smith1988,,false,,,p.62
ronj1237-1-4-1,,ronj1237-1,4,lua zua lua zua,lua zua lua zua,,,Smith1988,,false,,,p.62
ronj1237-1-5-1,,ronj1237-1,5,_,_,,"After four, some informants continued to count in twos with no further modification while others gave dimara patena ‘one hand’ for five",Smith1988,,false,,,p.62
ronj1237-1-10-1,,ronj1237-1,10,_,_,,others gave … dimara paten lua ‘two hands’ for 10,Smith1988,,false,,,p.62
ronj1237-1-20-1,,ronj1237-1,20,_,_,,Lincoln (1976) records 20 as limu tenina dimana keena ‘hands and feet of one man’.,Smith1988,,false,,,p.62
ronj1237-2-1-1,,ronj1237-2,1,teninɑ,teninɑ,,,Carter2012,,false,,,p.60
ronj1237-2-2-1,,ronj1237-2,2,luɑ,luɑ,,,Carter2012,,false,,,p.60
ronj1237-2-3-1,,ronj1237-2,3,luɑ mɑteninɑ,luɑ mɑteninɑ,,,Carter2012,,false,,,p.60
ronj1237-2-4-1,,ronj1237-2,4,luɑzuɑ luɑzuɑ,luɑzuɑ luɑzuɑ,,,Carter2012,,false,,,p.60
ronj1237-2-5-1,,ronj1237-2,5,dimɑrɑ pɑtendeninɑ,dimɑrɑ pɑtendeninɑ,,,Carter2012,,false,,,p.60
ronj1237-2-10-1,,ronj1237-2,10,dimɑrɑ pɑten luɑ,dimɑrɑ pɑten luɑ,,,Carter2012,,false,,,p.60
roon1237-1-1-1,,roon1237-1,1,jòsis,jòsis,,,Galis1955,,false,,,p.139
roon1237-1-1-2,,roon1237-1,1,jòsièdĕ,jòsièdĕ,,,Galis1955,,false,,,p.139
roon1237-1-2-1,,roon1237-1,2,nuru,nuru,,,Galis1955,,false,,,p.139
roon1237-1-3-1,,roon1237-1,3,ènggòkòr,ènggòkòr,,,Galis1955,,false,,,p.139
roon1237-1-3-2,,roon1237-1,3,ingòkòr,ingòkòr,,,Galis1955,,false,,,p.139
roon1237-1-4-1,,roon1237-1,4,fak,fak,,,Galis1955,,false,,,p.139
roon1237-1-5-1,,roon1237-1,5,rim,rim,,,Galis1955,,false,,,p.139
roon1237-1-6-1,,roon1237-1,6,wonèm,wonèm,,,Galis1955,,false,,,p.139
roon1237-1-6-2,,roon1237-1,6,romĕjòsièdĕ,romĕjòsièdĕ,,,Galis1955,,false,,,p.139
roon1237-1-7-1,,roon1237-1,7,wonèm-ma-nuru,wonèm-ma-nuru,,,Galis1955,,false,,,p.139
roon1237-1-7-2,,roon1237-1,7,rimĕnuru,rimĕnuru,,,Galis1955,,false,,,p.139
roon1237-1-8-1,,roon1237-1,8,wonèm-menggòkòr,wonèm-menggòkòr,,,Galis1955,,false,,,p.139
roon1237-1-8-2,,roon1237-1,8,riminggokor,riminggokor,,,Galis1955,,false,,,p.139
roon1237-1-9-1,,roon1237-1,9,wonèm-fak,wonèm-fak,,,Galis1955,,false,,,p.139
roon1237-1-9-2,,roon1237-1,9,rimĕfak,rimĕfak,,,Galis1955,,false,,,p.139
roon1237-1-10-1,,roon1237-1,10,sa(m)fur,sa(m)fur,,,Galis1955,,false,,,p.139
roon1237-1-10-2,,roon1237-1,10,wonèm-ma-rim,wonèm-ma-rim,,,Galis1955,,false,,,p.139
roon1237-1-11-1,,roon1237-1,11,safurĕjòsièdĕ,safurĕjòsièdĕ,,,Galis1955,,false,,,p.139
roon1237-1-20-1,,roon1237-1,20,[?] arsis,[?] arsis,,,Galis1955,,false,,,p.139
roon1237-1-30-1,,roon1237-1,30,[?] dĕ-safur,[?] dĕ-safur,,,Galis1955,,false,,,p.139
roto1249-1-1-1,,roto1249-1,1,katai,katai,,,Lean1985Vol03,,false,,,p.41
roto1249-1-2-1,,roto1249-1,2,erao,erao,,,Lean1985Vol03,,false,,,p.41
roto1249-1-2-2,,roto1249-1,2,(vaisirei),(vaisirei),,,Lean1985Vol03,,false,,,p.41
roto1249-1-3-1,,roto1249-1,3,vo peva,vo peva,,,Lean1985Vol03,,false,,,p.41
roto1249-1-4-1,,roto1249-1,4,vo resiura,vo resiura,,,Lean1985Vol03,,false,,,p.41
roto1249-1-5-1,,roto1249-1,5,vo vavai,vo vavai,,‘this hand’,Lean1985Vol03,,false,,,p.41
roto1249-1-6-1,,roto1249-1,6,katai vatara,katai vatara,,1 + vatara,Lean1985Vol03,,false,,,p.41
roto1249-1-7-1,,roto1249-1,7,erao vatara,erao vatara,,2 + vatara,Lean1985Vol03,,false,,,p.41
roto1249-1-8-1,,roto1249-1,8,vo peva vatara,vo peva vatara,,3 + vatara,Lean1985Vol03,,false,,,p.41
roto1249-1-9-1,,roto1249-1,9,vo resiura vatara,vo resiura vatara,,4 + vatara,Lean1985Vol03,,false,,,p.41
roto1249-1-10-1,,roto1249-1,10,katai tau,katai tau,,one ten,Lean1985Vol03,,false,,,p.41
roto1249-1-10-2,,roto1249-1,10,([katai?] tou),([katai?] tou),,,Lean1985Vol03,,false,,,p.41
roto1249-1-11-1,,roto1249-1,11,katai tau ketai,katai tau ketai,,,Lean1985Vol03,,false,,,p.41
roto1249-1-15-1,,roto1249-1,15,katai tau vo vavai,katai tau vo vavai,,,Lean1985Vol03,,false,,,p.41
roto1249-1-20-1,,roto1249-1,20,erao tau,erao tau,,,Lean1985Vol03,,false,,,p.41
roto1249-2-1-1,,roto1249-2,1,katai,katai,,,LeanBougainville,,false,,,p.34
roto1249-2-2-1,,roto1249-2,2,erao,erao,,,LeanBougainville,,false,,,p.34
roto1249-2-3-1,,roto1249-2,3,vo peva,vo peva,,,LeanBougainville,,false,,,p.34
roto1249-2-4-1,,roto1249-2,4,vo resiura,vo resiura,,,LeanBougainville,,false,,,p.34
roto1249-2-5-1,,roto1249-2,5,vo vavae,vo vavae,,‘this hand’,LeanBougainville,,false,,,p.34
roto1249-2-10-1,,roto1249-2,10,katai tau,katai tau,,,LeanBougainville,,false,,,p.34
roto1249-2-11-1,,roto1249-2,11,katai tau katai,katai tau katai,,,LeanBougainville,,false,,,p.34
roto1249-2-30-1,,roto1249-2,30,vopeva tau,vopeva tau,,,LeanBougainville,,false,,,p.34
roto1249-2-100-1,,roto1249-2,100,katai vovoto,katai vovoto,,,LeanBougainville,,false,,,p.34
rumu1243-1-1-1,,rumu1243-1,1,reiapai,reiapai,,,Lean1986Vol11,,false,,,p.17
rumu1243-1-2-1,,rumu1243-1,2,tai,tai,,,Lean1986Vol11,,false,,,p.17
rumu1243-1-3-1,,rumu1243-1,3,here,here,,,Lean1986Vol11,,false,,,p.17
rumu1243-1-4-1,,rumu1243-1,4,tuhi,tuhi,,,Lean1986Vol11,,false,,,p.17
rumu1243-1-5-1,,rumu1243-1,5,hemu,hemu,,‘he’ = ‘hand’,Lean1986Vol11,,false,,,p.17
rumu1243-1-10-1,,rumu1243-1,10,he pae tai,he pae tai,,‘two hands’,Lean1986Vol11,,false,,,p.17
rumu1243-2-1-1,,rumu1243-2,1,lɛ́iápài,lɛ́iápài,,,Bullock2015,,false,,,p.66
rumu1243-2-2-1,,rumu1243-2,2,tǎi,tǎi,,,Bullock2015,,false,,,p.66
rumu1243-2-3-1,,rumu1243-2,3,hè̝ɾé̝,hè̝ɾé̝,,,Bullock2015,,false,,,p.66
rumu1243-2-4-1,,rumu1243-2,4,tùhî,tùhî,,,Bullock2015,,false,,,p.66
rumu1243-2-5-1,,rumu1243-2,5,hěːmó,hěːmó,,[hěːmòː = thumb],Bullock2015,,false,,,p.66
rumu1243-2-10-1,,rumu1243-2,10,hèːpǎe tâi,hèːpǎe tâi,,[hě̝ː(pae) = palm],Bullock2015,,false,,,p.66
rung1259-1-1-1,,rung1259-1,1,isoʔ,isoʔ,,,Lobel2016,,false,,,pp.234-239
rung1259-1-2-1,,rung1259-1,2,duvo,duvo,,,Lobel2016,,false,,,pp.234-239
rung1259-1-3-1,,rung1259-1,3,to£u,to£u,,,Lobel2016,,false,,,pp.234-239
rung1259-1-4-1,,rung1259-1,4,apat,apat,,,Lobel2016,,false,,,pp.234-239
rung1259-1-5-1,,rung1259-1,5,£imo,£imo,,,Lobel2016,,false,,,pp.234-239
rung1259-1-6-1,,rung1259-1,6,onom,onom,,,Lobel2016,,false,,,pp.234-239
rung1259-1-7-1,,rung1259-1,7,turuʔ,turuʔ,,,Lobel2016,,false,,,pp.234-239
rung1259-1-8-1,,rung1259-1,8,va£uʔ,va£uʔ,,,Lobel2016,,false,,,pp.234-239
rung1259-1-9-1,,rung1259-1,9,sizam,sizam,,,Lobel2016,,false,,,pp.234-239
rung1259-1-10-1,,rung1259-1,10,hopod,hopod,,,Lobel2016,,false,,,pp.234-239
rung1259-1-11-1,,rung1259-1,11,hopod om isoʔ,hopod om isoʔ,,,Lobel2016,,false,,,pp.234-239
rung1259-1-20-1,,rung1259-1,20,duvo noopod,duvo noopod,,,Lobel2016,,false,,,pp.234-239
rung1259-1-30-1,,rung1259-1,30,to£u noopod,to£u noopod,,,Lobel2016,,false,,,pp.234-239
rung1259-1-40-1,,rung1259-1,40,apat noopod,apat noopod,,,Lobel2016,,false,,,pp.234-239
rung1259-1-100-1,,rung1259-1,100,hatus,hatus,,,Lobel2016,,false,,,pp.234-239
rung1259-1-200-1,,rung1259-1,200,duvo na hatus,duvo na hatus,,,Lobel2016,,false,,,pp.234-239
rung1259-1-1000-1,,rung1259-1,1000,soribu,soribu,,,Lobel2016,,false,,,pp.234-239
saaa1241-1-1-1,,saaa1241-1,1,be su,be su,,"When counting, the numbers one to nine are all preceded by the copula be.",Garde2015,,false,,,pp.121-122
saaa1241-1-1-2,,saaa1241-1,1,be hu,be hu,,,Garde2015,,false,,,pp.121-122
saaa1241-1-1-3,,saaa1241-1,1,be ʃuf,be ʃuf,,,Garde2015,,false,,,pp.121-122
saaa1241-1-2-1,,saaa1241-1,2,be ru,be ru,,,Garde2015,,false,,,pp.121-122
saaa1241-1-3-1,,saaa1241-1,3,be tēl,be tēl,,,Garde2015,,false,,,pp.121-122
saaa1241-1-4-1,,saaa1241-1,4,be ēt,be ēt,,,Garde2015,,false,,,pp.121-122
saaa1241-1-5-1,,saaa1241-1,5,be lim,be lim,,,Garde2015,,false,,,pp.121-122
saaa1241-1-6-1,,saaa1241-1,6,be lijia,be lijia,,,Garde2015,,false,,,pp.121-122
saaa1241-1-6-2,,saaa1241-1,6,be lesu,be lesu,,,Garde2015,,false,,,pp.121-122
saaa1241-1-7-1,,saaa1241-1,7,be lēôru,be lēôru,,,Garde2015,,false,,,pp.121-122
saaa1241-1-8-1,,saaa1241-1,8,be lētēl,be lētēl,,,Garde2015,,false,,,pp.121-122
saaa1241-1-9-1,,saaa1241-1,9,be liapat,be liapat,,,Garde2015,,false,,,pp.121-122
saaa1241-1-10-1,,saaa1241-1,10,sanɡul,sanɡul,,"Dialect variants for ‘ten’: sanɡul, sunɡul, sanɡful, hunɡêl/honɡil.",Garde2015,,false,,,pp.121-122
saaa1241-1-11-1,,saaa1241-1,11,[infer 10+] su,[infer 10+] su,,,Garde2015,,false,,,pp.121-122
saaa1241-1-11-2,,saaa1241-1,11,nul su aē su,nul su aē su,,,Garde2015,,false,,,pp.121-122
saaa1241-1-12-1,,saaa1241-1,12,[infer 10+] ru,[infer 10+] ru,,,Garde2015,,false,,,pp.121-122
saaa1241-1-12-2,,saaa1241-1,12,nul su aē su be ru,nul su aē su be ru,,,Garde2015,,false,,,pp.121-122
saaa1241-1-13-1,,saaa1241-1,13,[infer 10+] tēl,[infer 10+] tēl,,,Garde2015,,false,,,pp.121-122
saaa1241-1-13-2,,saaa1241-1,13,nul su aē su be tēl,nul su aē su be tēl,,,Garde2015,,false,,,pp.121-122
saaa1241-1-14-1,,saaa1241-1,14,[infer 10+] ēt,[infer 10+] ēt,,,Garde2015,,false,,,pp.121-122
saaa1241-1-14-2,,saaa1241-1,14,nul su aē su be ēt,nul su aē su be ēt,,,Garde2015,,false,,,pp.121-122
saaa1241-1-15-1,,saaa1241-1,15,[infer 10+] lim,[infer 10+] lim,,,Garde2015,,false,,,pp.121-122
saaa1241-1-16-1,,saaa1241-1,16,[infer 10+] lijia,[infer 10+] lijia,,,Garde2015,,false,,,pp.121-122
saaa1241-1-16-2,,saaa1241-1,16,[infer 10+] lesu,[infer 10+] lesu,,,Garde2015,,false,,,pp.121-122
saaa1241-1-17-1,,saaa1241-1,17,[infer 10+] lēôru,[infer 10+] lēôru,,,Garde2015,,false,,,pp.121-122
saaa1241-1-17-2,,saaa1241-1,17,nul su aē su be lēôru,nul su aē su be lēôru,,,Garde2015,,false,,,pp.121-122
saaa1241-1-18-1,,saaa1241-1,18,[infer 10+] lētēl,[infer 10+] lētēl,,,Garde2015,,false,,,pp.121-122
saaa1241-1-18-2,,saaa1241-1,18,nul su aē su be lētēl,nul su aē su be lētēl,,,Garde2015,,false,,,pp.121-122
saaa1241-1-19-1,,saaa1241-1,19,[infer 10+] liapat,[infer 10+] liapat,,,Garde2015,,false,,,pp.121-122
saaa1241-1-19-2,,saaa1241-1,19,nul su aē su be liapat,nul su aē su be liapat,,,Garde2015,,false,,,pp.121-122
saaa1241-1-20-1,,saaa1241-1,20,[infer 10+] nul be ru,[infer 10+] nul be ru,,,Garde2015,,false,,,pp.121-122
saaa1241-1-20-2,,saaa1241-1,20,nul be ru,nul be ru,,,Garde2015,,false,,,pp.121-122
saaa1241-1-21-1,,saaa1241-1,21,[infer 20+] su,[infer 20+] su,,,Garde2015,,false,,,pp.121-122
saaa1241-1-21-2,,saaa1241-1,21,nul be ru aē su,nul be ru aē su,,,Garde2015,,false,,,pp.121-122
saaa1241-1-22-1,,saaa1241-1,22,[infer 20+] ru,[infer 20+] ru,,,Garde2015,,false,,,pp.121-122
saaa1241-1-23-1,,saaa1241-1,23,[infer 20+] tēl,[infer 20+] tēl,,,Garde2015,,false,,,pp.121-122
saaa1241-1-30-1,,saaa1241-1,30,nul be tēl,nul be tēl,,,Garde2015,,false,,,pp.121-122
saaa1241-1-40-1,,saaa1241-1,40,nul be ēt,nul be ēt,,,Garde2015,,false,,,pp.121-122
saaa1241-1-50-1,,saaa1241-1,50,nul be lim,nul be lim,,,Garde2015,,false,,,pp.121-122
saaa1241-1-60-1,,saaa1241-1,60,nul be lijia,nul be lijia,,,Garde2015,,false,,,pp.121-122
saaa1241-1-60-2,,saaa1241-1,60,nul be lesu,nul be lesu,,,Garde2015,,false,,,pp.121-122
saaa1241-1-70-1,,saaa1241-1,70,nul be lēôru,nul be lēôru,,,Garde2015,,false,,,pp.121-122
saaa1241-1-80-1,,saaa1241-1,80,nul be lētēl,nul be lētēl,,,Garde2015,,false,,,pp.121-122
saaa1241-1-90-1,,saaa1241-1,90,nul be liapat,nul be liapat,,,Garde2015,,false,,,pp.121-122
saaa1241-1-100-1,,saaa1241-1,100,nul sanɡul su,nul sanɡul su,,,Garde2015,,false,,,pp.121-122
saaa1241-1-100-2,,saaa1241-1,100,andred,andred,,Bislama loan,Garde2015,,true,,,pp.121-122
saaa1241-1-1000-1,,saaa1241-1,1000,taosen,taosen,,Bislama loan,Garde2015,,true,,,pp.121-122
saaa1241-2-1-1,,saaa1241-2,1,wantua,wantua,,The first syllables on the numerals for ‘ one’ and ‘ ten’ however look suspiciously like English or Bislama loan accretions,Garde2015,,false,,,pp.125-126
saaa1241-2-2-1,,saaa1241-2,2,urua,urua,,,Garde2015,,false,,,pp.125-126
saaa1241-2-3-1,,saaa1241-2,3,teul,teul,,,Garde2015,,false,,,pp.125-126
saaa1241-2-4-1,,saaa1241-2,4,fa,fa,,most speakers still preserve an unvoiced labial fricative /f/ phoneme,Garde2015,,false,,,pp.125-126
saaa1241-2-5-1,,saaa1241-2,5,lima,lima,,,Garde2015,,false,,,pp.125-126
saaa1241-2-5-2,,saaa1241-2,5,nima,nima,,,Garde2015,,false,,,pp.125-126
saaa1241-2-6-1,,saaa1241-2,6,ondo,ondo,,,Garde2015,,false,,,pp.125-126
saaa1241-2-7-1,,saaa1241-2,7,fiti,fiti,,most speakers still preserve an unvoiced labial fricative /f/ phoneme,Garde2015,,false,,,pp.125-126
saaa1241-2-7-2,,saaa1241-2,7,piji,piji,,,Garde2015,,false,,,pp.125-126
saaa1241-2-8-1,,saaa1241-2,8,walo,walo,,,Garde2015,,false,,,pp.125-126
saaa1241-2-9-1,,saaa1241-2,9,suan,suan,,,Garde2015,,false,,,pp.125-126
saaa1241-2-10-1,,saaa1241-2,10,tendu,tendu,,,Garde2015,,false,,,pp.125-126
saba1263-1-1-1,,saba1263-1,1,satu,satu,,,Aye2005,,false,,,pp.79-80
saba1263-1-2-1,,saba1263-1,2,dua,dua,,,Aye2005,,false,,,pp.79-80
saba1263-1-3-1,,saba1263-1,3,tiga,tiga,,,Aye2005,,false,,,pp.79-80
saba1263-1-4-1,,saba1263-1,4,empat,empat,,,Aye2005,,false,,,pp.79-80
saba1263-1-5-1,,saba1263-1,5,lima,lima,,,Aye2005,,false,,,pp.79-80
saba1263-1-6-1,,saba1263-1,6,enam,enam,,,Aye2005,,false,,,pp.79-80
saba1263-1-7-1,,saba1263-1,7,tujuh,tujuh,,,Aye2005,,false,,,pp.79-80
saba1263-1-8-1,,saba1263-1,8,lapan,lapan,,,Aye2005,,false,,,pp.79-80
saba1263-1-9-1,,saba1263-1,9,sembilan,sembilan,,,Aye2005,,false,,,pp.79-80
saba1263-1-10-1,,saba1263-1,10,sepuloh,sepuloh,,,Aye2005,,false,,,pp.79-80
saba1263-1-10-2,,saba1263-1,10,satu puluh,satu puluh,,not uncommon to hear … in everyday contexts,Aye2005,,false,,,pp.79-80
saba1263-1-11-1,,saba1263-1,11,sebelas,sebelas,,,Aye2005,,false,,,pp.79-80
saba1263-1-11-2,,saba1263-1,11,sepuluh satu,sepuluh satu,,,Aye2005,,false,,,pp.79-80
saba1263-1-11-3,,saba1263-1,11,satu pulu satu,satu pulu satu,,,Aye2005,,false,,,pp.79-80
saba1263-1-12-1,,saba1263-1,12,sepuluh dua,sepuluh dua,,,Aye2005,,false,,,pp.79-80
saba1263-1-12-2,,saba1263-1,12,satu puluh dua,satu puluh dua,,,Aye2005,,false,,,pp.79-80
saba1263-1-15-1,,saba1263-1,15,satu lima,satu lima,,,Aye2005,,false,,,pp.79-80
saba1263-1-15-2,,saba1263-1,15,lima belas,lima belas,,,Aye2005,,false,,,pp.79-80
saba1263-1-20-1,,saba1263-1,20,dua puluh,dua puluh,,,Aye2005,,false,,,pp.79-80
saba1263-1-37-1,,saba1263-1,37,tiga puluh tuju,tiga puluh tuju,,,Aye2005,,false,,,pp.79-80
saba1263-1-525-1,,saba1263-1,525,lima ratus dua puluh lima,lima ratus dua puluh lima,,,Aye2005,,false,,,pp.79-80
saba1267-1-1-1,,saba1267-1,1,(singi-nam),(singi-nam),,,Ray1913,,false,,,pp.61-62
saba1267-1-2-1,,saba1267-1,2,(dua),(dua),,,Ray1913,,false,,,pp.61-62
saba1267-1-3-1,,saba1267-1,3,(talo),(talo),,,Ray1913,,false,,,pp.61-62
saba1267-1-4-1,,saba1267-1,4,(apat),(apat),,,Ray1913,,false,,,pp.61-62
saba1267-1-5-1,,saba1267-1,5,(lima),(lima),,,Ray1913,,false,,,pp.61-62
saba1267-1-6-1,,saba1267-1,6,(anum),(anum),,,Ray1913,,false,,,pp.61-62
saba1267-1-7-1,,saba1267-1,7,(turo),(turo),,,Ray1913,,false,,,pp.61-62
saba1267-1-8-1,,saba1267-1,8,(balo),(balo),,,Ray1913,,false,,,pp.61-62
saba1267-1-9-1,,saba1267-1,9,(siam),(siam),,,Ray1913,,false,,,pp.61-62
saba1267-1-10-1,,saba1267-1,10,(mapot),(mapot),,,Ray1913,,false,,,pp.61-62
saba1267-1-12-1,,saba1267-1,12,[mapot-dua],[mapot-dua],,,Ray1913,,false,,,pp.61-62
saba1267-1-20-1,,saba1267-1,20,[dua-mapot],[dua-mapot],,,Ray1913,,false,,,pp.61-62
saba1267-1-100-1,,saba1267-1,100,[s'ratus],[s'ratus],,,Ray1913,,false,,,pp.61-62
saba1267-2-1-1,,saba1267-2,1,isaʔ,isaʔ,,,Lobel2016,,false,,,pp.234-239
saba1267-2-1-2,,saba1267-2,1,sinan,sinan,,,Lobel2016,,false,,,pp.234-239
saba1267-2-1-3,,saba1267-2,1,sanginan,sanginan,,,Lobel2016,,false,,,pp.234-239
saba1267-2-2-1,,saba1267-2,2,duo,duo,,,Lobel2016,,false,,,pp.234-239
saba1267-2-3-1,,saba1267-2,3,talu,talu,,,Lobel2016,,false,,,pp.234-239
saba1267-2-4-1,,saba1267-2,4,apat,apat,,,Lobel2016,,false,,,pp.234-239
saba1267-2-5-1,,saba1267-2,5,limo,limo,,,Lobel2016,,false,,,pp.234-239
saba1267-2-6-1,,saba1267-2,6,onom,onom,,,Lobel2016,,false,,,pp.234-239
saba1267-2-7-1,,saba1267-2,7,turuʔ,turuʔ,,,Lobel2016,,false,,,pp.234-239
saba1267-2-8-1,,saba1267-2,8,baluʔ,baluʔ,,,Lobel2016,,false,,,pp.234-239
saba1267-2-9-1,,saba1267-2,9,siam,siam,,,Lobel2016,,false,,,pp.234-239
saba1267-2-10-1,,saba1267-2,10,mopod,mopod,,,Lobel2016,,false,,,pp.234-239
saba1267-2-11-1,,saba1267-2,11,(mo)pod miso,(mo)pod miso,,,Lobel2016,,false,,,pp.234-239
saba1267-2-20-1,,saba1267-2,20,duo ngopod,duo ngopod,,,Lobel2016,,false,,,pp.234-239
saba1267-2-30-1,,saba1267-2,30,talu ngopod,talu ngopod,,,Lobel2016,,false,,,pp.234-239
saba1267-2-40-1,,saba1267-2,40,apat ngopod,apat ngopod,,,Lobel2016,,false,,,pp.234-239
saba1267-2-100-1,,saba1267-2,100,saratus,saratus,,,Lobel2016,,false,,,pp.234-239
saba1267-2-200-1,,saba1267-2,200,duo ratus,duo ratus,,,Lobel2016,,false,,,pp.234-239
saba1267-2-1000-1,,saba1267-2,1000,saribu,saribu,,,Lobel2016,,false,,,pp.234-239
saba1267-3-1-1,,saba1267-3,1,miso,miso,,,Lobel2016,,false,,,pp.234-239
saba1267-3-1-2,,saba1267-3,1,sanginan,sanginan,,,Lobel2016,,false,,,pp.234-239
saba1267-3-2-1,,saba1267-3,2,duo,duo,,,Lobel2016,,false,,,pp.234-239
saba1267-3-3-1,,saba1267-3,3,tolu,tolu,,,Lobel2016,,false,,,pp.234-239
saba1267-3-4-1,,saba1267-3,4,apat,apat,,,Lobel2016,,false,,,pp.234-239
saba1267-3-5-1,,saba1267-3,5,limo,limo,,,Lobel2016,,false,,,pp.234-239
saba1267-3-6-1,,saba1267-3,6,onom,onom,,,Lobel2016,,false,,,pp.234-239
saba1267-3-7-1,,saba1267-3,7,turuʔ,turuʔ,,,Lobel2016,,false,,,pp.234-239
saba1267-3-8-1,,saba1267-3,8,waluʔ,waluʔ,,,Lobel2016,,false,,,pp.234-239
