ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Pages
bung1270-2-3-1,,bung1270-2,3,yimbukɛnɛ,yimbukɛnɛ,,,Laycock1970D07,,false,,,p.984
bung1270-2-4-1,,bung1270-2,4,yipi pɔ·lɛ,yipi pɔ·lɛ,,,Laycock1970D07,,false,,,p.984
bung1270-2-5-1,,bung1270-2,5,ɑrɑp plә́lә,ɑrɑp plә́lә,,[ɑr = arm] (no change) [for gender],Laycock1970D07,,false,,,p.984
bunn1240-1-1-1,,bunn1240-1,1,tətəm,tətəm,,,Laycock1971D34,,false,,,p.5050
bunn1240-1-2-1,,bunn1240-1,2,ɑrɑwin,ɑrɑwin,,,Laycock1971D34,,false,,,p.5050
bunn1240-1-3-1,,bunn1240-1,3,ɑirɑm,ɑirɑm,,,Laycock1971D34,,false,,,p.5050
bunn1240-1-4-1,,bunn1240-1,4,ɑŋɡɑsəkɑ,ɑŋɡɑsəkɑ,,,Laycock1971D34,,false,,,p.5050
bunn1240-1-5-1,,bunn1240-1,5,kəli tətəm,kəli tətəm,,[kəliyɑ ~ kəli- = hand],Laycock1971D34,,false,,,p.5050
bunn1240-1-6-1,,bunn1240-1,6,yɛdɑŋɑ tətəm,yɛdɑŋɑ tətəm,,,Laycock1971D34,,false,,,p.5050
bunn1240-1-7-1,,bunn1240-1,7,yɛdɑŋɑ ɑrɑwin,yɛdɑŋɑ ɑrɑwin,,,Laycock1971D34,,false,,,p.5050
bunn1240-1-8-1,,bunn1240-1,8,yɛdɑŋɑ ɑirɑm,yɛdɑŋɑ ɑirɑm,,,Laycock1971D34,,false,,,p.5050
bunn1240-1-9-1,,bunn1240-1,9,yɛdɑŋɑ ɑŋɡɑ́səkɑ,yɛdɑŋɑ ɑŋɡɑ́səkɑ,,,Laycock1971D34,,false,,,p.5050
bunn1240-1-10-1,,bunn1240-1,10,kəli ɑrɑwin,kəli ɑrɑwin,,,Laycock1971D34,,false,,,p.5050
buol1237-1-1-1,,buol1237-1,1,Esa,Esa,,,Stokhof1983Vol7.1,,false,,,p.135
buol1237-1-2-1,,buol1237-1,2,Doea,Doea,,,Stokhof1983Vol7.1,,false,,,p.135
buol1237-1-3-1,,buol1237-1,3,Tèloe,Tèloe,,,Stokhof1983Vol7.1,,false,,,p.135
buol1237-1-4-1,,buol1237-1,4,Opa,Opa,,,Stokhof1983Vol7.1,,false,,,p.135
buol1237-1-5-1,,buol1237-1,5,Alima,Alima,,[or: Arima],Stokhof1983Vol7.1,,false,,,p.135
buol1237-1-6-1,,buol1237-1,6,Ànoem,Ànoem,,,Stokhof1983Vol7.1,,false,,,p.135
buol1237-1-7-1,,buol1237-1,7,Pītoe,Pītoe,,,Stokhof1983Vol7.1,,false,,,p.135
buol1237-1-8-1,,buol1237-1,8,Oealoe,Oealoe,,[or: Oearoe],Stokhof1983Vol7.1,,false,,,p.135
buol1237-1-9-1,,buol1237-1,9,Àsīo,Àsīo,,,Stokhof1983Vol7.1,,false,,,p.135
buol1237-1-10-1,,buol1237-1,10,Àpo͞elo,Àpo͞elo,,[or: Àpo͞ero],Stokhof1983Vol7.1,,false,,,p.135
buol1237-1-11-1,,buol1237-1,11,Mapoelo àsa,Mapoelo àsa,,,Stokhof1983Vol7.1,,false,,,p.135
buol1237-1-12-1,,buol1237-1,12,Mapoelo doea,Mapoelo doea,,,Stokhof1983Vol7.1,,false,,,p.135
buol1237-1-13-1,,buol1237-1,13,Mapoelo tàloe,Mapoelo tàloe,,,Stokhof1983Vol7.1,,false,,,p.135
buol1237-1-14-1,,buol1237-1,14,Mapoelo àpàta,Mapoelo àpàta,,,Stokhof1983Vol7.1,,false,,,p.135
buol1237-1-15-1,,buol1237-1,15,Mapoelo lima,Mapoelo lima,,[or: Mapoelo rima],Stokhof1983Vol7.1,,false,,,p.135
buol1237-1-16-1,,buol1237-1,16,Mapoelo ànoema,Mapoelo ànoema,,,Stokhof1983Vol7.1,,false,,,p.135
buol1237-1-17-1,,buol1237-1,17,Mapoelo pīto,Mapoelo pīto,,,Stokhof1983Vol7.1,,false,,,p.135
buol1237-1-18-1,,buol1237-1,18,Mapoelo oealoe,Mapoelo oealoe,,[or: Mapoelo oearoe],Stokhof1983Vol7.1,,false,,,p.135
buol1237-1-19-1,,buol1237-1,19,Mapoelo sīo,Mapoelo sīo,,,Stokhof1983Vol7.1,,false,,,p.135
buol1237-1-20-1,,buol1237-1,20,Doea'n po͞elo,Doea'n po͞elo,,[or: Doea'n po͞ero],Stokhof1983Vol7.1,,false,,,p.135
buol1237-1-21-1,,buol1237-1,21,Doea'n po͞elo ǎsa,Doea'n po͞elo ǎsa,,[or: Doea'n po͞ero ǎsa],Stokhof1983Vol7.1,,false,,,p.135
buol1237-1-25-1,,buol1237-1,25,Doea'n po͞elo līma,Doea'n po͞elo līma,,[or: Doea'n po͞ero rīma],Stokhof1983Vol7.1,,false,,,p.135
buol1237-1-30-1,,buol1237-1,30,Taloe'n po͞elo,Taloe'n po͞elo,,[or: Taloe'n po͞ero],Stokhof1983Vol7.1,,false,,,p.135
buol1237-1-40-1,,buol1237-1,40,Àpàto'e po͞elo,Àpàto'e po͞elo,,[or: Àpàto'e po͞ero],Stokhof1983Vol7.1,,false,,,p.135
buol1237-1-50-1,,buol1237-1,50,Lima'n po͞elo,Lima'n po͞elo,,[or: Lima'n po͞ero],Stokhof1983Vol7.1,,false,,,p.135
buol1237-1-60-1,,buol1237-1,60,Anoem'oe po͞elo,Anoem'oe po͞elo,,[or: Anoem'oe po͞ero],Stokhof1983Vol7.1,,false,,,p.135
buol1237-1-100-1,,buol1237-1,100,Màrasoeta,Màrasoeta,,,Stokhof1983Vol7.1,,false,,,p.135
buol1237-1-1000-1,,buol1237-1,1000,Sàrīwoe,Sàrīwoe,,,Stokhof1983Vol7.1,,false,,,p.135
buol1237-1-10000-1,,buol1237-1,10000,Salageana,Salageana,,,Stokhof1983Vol7.1,,false,,,p.135
buol1237-2-1-1,,buol1237-2,1,tè'ètoe,tè'ètoe,,numeral (article: tǒngò) (when counting: see first [kò'inda]),Stokhof1983Vol7.1,,false,,,p.150
buol1237-2-2-1,,buol1237-2,2,doe'iga,doe'iga,,(when counting: see second [kòl̤oeo]),Stokhof1983Vol7.1,,false,,,p.150
buol1237-2-3-1,,buol1237-2,3,tòtòl̤oe,tòtòl̤oe,,that is three: kòtòl̤oe,Stokhof1983Vol7.1,,false,,,p.150
buol1237-2-4-1,,buol1237-2,4,ǒpàto,ǒpàto,,that is four: kò'ǒpàto,Stokhof1983Vol7.1,,false,,,p.150
buol1237-2-5-1,,buol1237-2,5,l̤imo,l̤imo,,that is five: kòl̤imo,Stokhof1983Vol7.1,,false,,,p.150
buol1237-2-6-1,,buol1237-2,6,onòmò,onòmò,,when counting: kò'onòmò,Stokhof1983Vol7.1,,false,,,p.150
buol1237-2-7-1,,buol1237-2,7,pitoe,pitoe,,when counting: kòpitoe,Stokhof1983Vol7.1,,false,,,p.150
buol1237-2-8-1,,buol1237-2,8,wal̤oe,wal̤oe,,when counting: kòwaloe,Stokhof1983Vol7.1,,false,,,p.150
buol1237-2-9-1,,buol1237-2,9,si'o,si'o,,when counting: kòsi'o,Stokhof1983Vol7.1,,false,,,p.150
buol1237-2-10-1,,buol1237-2,10,mòpoel̤oe,mòpoel̤oe,,when counting: kòpoel̤oe,Stokhof1983Vol7.1,,false,,,p.150
buol1237-2-11-1,,buol1237-2,11,mòpoel̤oe agoe tè'ètoe,mòpoel̤oe agoe tè'ètoe,,,Stokhof1983Vol7.1,,false,,,p.150
buol1237-2-12-1,,buol1237-2,12,mòpoel̤oe agoe doe'ija,mòpoel̤oe agoe doe'ija,,,Stokhof1983Vol7.1,,false,,,p.150
buol1237-2-13-1,,buol1237-2,13,mòpoel̤oe agoe tòtòl̤oe,mòpoel̤oe agoe tòtòl̤oe,,,Stokhof1983Vol7.1,,false,,,p.150
buol1237-2-18-1,,buol1237-2,18,mòpoel̤oe agoe wal̤oe,mòpoel̤oe agoe wal̤oe,,,Stokhof1983Vol7.1,,false,,,p.150
buol1237-2-19-1,,buol1237-2,19,mòpoel̤oe agoe si'o,mòpoel̤oe agoe si'o,,,Stokhof1983Vol7.1,,false,,,p.150
buol1237-2-20-1,,buol1237-2,20,doe'ija no poel̤oe,doe'ija no poel̤oe,,,Stokhof1983Vol7.1,,false,,,p.150
buol1237-2-21-1,,buol1237-2,21,doe'ija no poel̤oe agoe tè'ètoe,doe'ija no poel̤oe agoe tè'ètoe,,,Stokhof1983Vol7.1,,false,,,p.150
buol1237-2-25-1,,buol1237-2,25,doe'ija no poel̤oe agoe l̤imo,doe'ija no poel̤oe agoe l̤imo,,,Stokhof1983Vol7.1,,false,,,p.150
buol1237-2-30-1,,buol1237-2,30,tòtòl̤oe no poel̤oe,tòtòl̤oe no poel̤oe,,,Stokhof1983Vol7.1,,false,,,p.150
buol1237-2-40-1,,buol1237-2,40,ǒpàto no poel̤oe,ǒpàto no poel̤oe,,,Stokhof1983Vol7.1,,false,,,p.150
buol1237-2-50-1,,buol1237-2,50,l̤imo no poel̤oe,l̤imo no poel̤oe,,,Stokhof1983Vol7.1,,false,,,p.150
buol1237-2-60-1,,buol1237-2,60,onòmò no poel̤oe,onòmò no poel̤oe,,,Stokhof1983Vol7.1,,false,,,p.150
buol1237-2-100-1,,buol1237-2,100,mògòtoeto,mògòtoeto,,,Stokhof1983Vol7.1,,false,,,p.150
buol1237-2-1000-1,,buol1237-2,1000,tǒngò riboe,tǒngò riboe,,a thousand,Stokhof1983Vol7.1,,false,,,p.150
buol1237-2-10000-1,,buol1237-2,10000,mòpoel̤oe no riboe,mòpoel̤oe no riboe,,,Stokhof1983Vol7.1,,false,,,p.150
burm1264-1-1-1,,burm1264-1,1,enorare,enorare,,,Galis1955,,false,,,p.143
burm1264-1-2-1,,burm1264-1,2,banorare,banorare,,,Galis1955,,false,,,p.143
burm1264-1-3-1,,burm1264-1,3,buenorara,buenorara,,,Galis1955,,false,,,p.143
burm1264-1-4-1,,burm1264-1,4,èsua,èsua,,,Galis1955,,false,,,p.143
burm1264-1-5-1,,burm1264-1,5,dàsego,dàsego,,,Galis1955,,false,,,p.143
burm1264-1-6-1,,burm1264-1,6,dabinenorare,dabinenorare,,,Galis1955,,false,,,p.143
burm1264-1-7-1,,burm1264-1,7,dabisodare,dabisodare,,,Galis1955,,false,,,p.143
burm1264-1-8-1,,burm1264-1,8,dadare,dadare,,,Galis1955,,false,,,p.143
burm1264-1-9-1,,burm1264-1,9,dabèsua,dabèsua,,,Galis1955,,false,,,p.143
burm1264-1-10-1,,burm1264-1,10,dabanòorare,dabanòorare,,,Galis1955,,false,,,p.143
burm1264-1-11-1,,burm1264-1,11,dabitiro,dabitiro,,,Galis1955,,false,,,p.143
buru1303-1-1-1,,buru1303-1,1,sia,sia,,,Stokhof1987Vol11,,false,,,p.126
buru1303-1-2-1,,buru1303-1,2,rua,rua,,,Stokhof1987Vol11,,false,,,p.126
buru1303-1-3-1,,buru1303-1,3,téro,téro,,,Stokhof1987Vol11,,false,,,p.126
buru1303-1-3-2,,buru1303-1,3,tèlo,tèlo,,,Stokhof1987Vol11,,false,,,p.126
buru1303-1-4-1,,buru1303-1,4,pa,pa,,,Stokhof1987Vol11,,false,,,p.126
buru1303-1-5-1,,buru1303-1,5,lima,lima,,,Stokhof1987Vol11,,false,,,p.126
buru1303-1-6-1,,buru1303-1,6,nä,nä,,,Stokhof1987Vol11,,false,,,p.126
buru1303-1-7-1,,buru1303-1,7,pitò,pitò,,,Stokhof1987Vol11,,false,,,p.126
buru1303-1-8-1,,buru1303-1,8,trua,trua,,,Stokhof1987Vol11,,false,,,p.126
buru1303-1-9-1,,buru1303-1,9,etsía,etsía,,,Stokhof1987Vol11,,false,,,p.126
buru1303-1-10-1,,buru1303-1,10,polo,polo,,,Stokhof1987Vol11,,false,,,p.126
buru1303-1-11-1,,buru1303-1,11,polo gěrán èmsian,polo gěrán èmsian,,,Stokhof1987Vol11,,false,,,p.126
buru1303-1-12-1,,buru1303-1,12,polo gěrán rua,polo gěrán rua,,,Stokhof1987Vol11,,false,,,p.126
buru1303-1-13-1,,buru1303-1,13,polo gěrán tö́lo,polo gěrán tö́lo,,,Stokhof1987Vol11,,false,,,p.126
buru1303-1-19-1,,buru1303-1,19,polo gěrán etsía,polo gěrán etsía,,,Stokhof1987Vol11,,false,,,p.126
buru1303-1-20-1,,buru1303-1,20,porúa,porúa,,,Stokhof1987Vol11,,false,,,p.126
buru1303-1-21-1,,buru1303-1,21,porúa gěrán èmsian,porúa gěrán èmsian,,,Stokhof1987Vol11,,false,,,p.126
buru1303-1-22-1,,buru1303-1,22,porúa gěrán rua,porúa gěrán rua,,,Stokhof1987Vol11,,false,,,p.126
buru1303-1-30-1,,buru1303-1,30,pòl tälo,pòl tälo,,,Stokhof1987Vol11,,false,,,p.126
buru1303-1-40-1,,buru1303-1,40,pol pa,pol pa,,,Stokhof1987Vol11,,false,,,p.126
buru1303-1-50-1,,buru1303-1,50,pol lima,pol lima,,,Stokhof1987Vol11,,false,,,p.126
buru1303-1-60-1,,buru1303-1,60,pol nǟ,pol nǟ,,,Stokhof1987Vol11,,false,,,p.126
buru1303-1-70-1,,buru1303-1,70,pol pitu,pol pitu,,,Stokhof1987Vol11,,false,,,p.126
buru1303-1-80-1,,buru1303-1,80,pol trua,pol trua,,,Stokhof1987Vol11,,false,,,p.126
buru1303-1-90-1,,buru1303-1,90,polo tšia,polo tšia,,,Stokhof1987Vol11,,false,,,p.126
buru1303-1-90-2,,buru1303-1,90,polo tsia,polo tsia,,,Stokhof1987Vol11,,false,,,p.126
buru1303-1-100-1,,buru1303-1,100,utun,utun,,,Stokhof1987Vol11,,false,,,p.126
buru1303-1-200-1,,buru1303-1,200,utun rua,utun rua,,,Stokhof1987Vol11,,false,,,p.126
buru1303-1-1000-1,,buru1303-1,1000,raran,raran,,,Stokhof1987Vol11,,false,,,p.126
buru1303-1-10000-1,,buru1303-1,10000,ènélat,ènélat,,,Stokhof1987Vol11,,false,,,p.126
buru1304-1-1-1,,buru1304-1,1,saaʔ,saaʔ,,,Lobel2016,,false,,,pp.234-239
buru1304-1-2-1,,buru1304-1,2,duo,duo,,,Lobel2016,,false,,,pp.234-239
buru1304-1-3-1,,buru1304-1,3,talu,talu,,,Lobel2016,,false,,,pp.234-239
buru1304-1-4-1,,buru1304-1,4,apat,apat,,,Lobel2016,,false,,,pp.234-239
buru1304-1-5-1,,buru1304-1,5,limo,limo,,,Lobel2016,,false,,,pp.234-239
buru1304-1-6-1,,buru1304-1,6,onom,onom,,,Lobel2016,,false,,,pp.234-239
buru1304-1-7-1,,buru1304-1,7,turuʔ,turuʔ,,,Lobel2016,,false,,,pp.234-239
buru1304-1-8-1,,buru1304-1,8,baluʔ,baluʔ,,,Lobel2016,,false,,,pp.234-239
buru1304-1-9-1,,buru1304-1,9,siam,siam,,,Lobel2016,,false,,,pp.234-239
buru1304-1-10-1,,buru1304-1,10,puluʔ,puluʔ,,,Lobel2016,,false,,,pp.234-239
buru1304-1-11-1,,buru1304-1,11,puluʔ sag dondoʔ,puluʔ sag dondoʔ,,,Lobel2016,,false,,,pp.234-239
buru1304-1-20-1,,buru1304-1,20,duompuluʔ,duompuluʔ,,,Lobel2016,,false,,,pp.234-239
buru1304-1-30-1,,buru1304-1,30,talumpuuʔ,talumpuuʔ,,,Lobel2016,,false,,,pp.234-239
buru1304-1-40-1,,buru1304-1,40,apatpuuʔ,apatpuuʔ,,,Lobel2016,,false,,,pp.234-239
buru1304-1-100-1,,buru1304-1,100,saratus,saratus,,,Lobel2016,,false,,,pp.234-239
buru1304-1-200-1,,buru1304-1,200,dungay ratus,dungay ratus,,,Lobel2016,,false,,,pp.234-239
buru1304-1-1000-1,,buru1304-1,1000,səribu,səribu,,,Lobel2016,,false,,,pp.234-239
buru1306-1-1-1,,buru1306-1,1,mohot,mohot,,,Smith1988,,false,,,pp.80-81
buru1306-1-2-1,,buru1306-1,2,yahat,yahat,,,Smith1988,,false,,,pp.80-81
buru1306-1-3-1,,buru1306-1,3,karambut,karambut,,,Smith1988,,false,,,pp.80-81
buru1306-1-4-1,,buru1306-1,4,kihiwet,kihiwet,,,Smith1988,,false,,,pp.80-81
buru1306-1-4-2,,buru1306-1,4,yahat aka yahat,yahat aka yahat,,"some informants: ‘two and two’, while one gave birikun kwagep.",Smith1988,,false,,,pp.80-81
buru1306-1-4-3,,buru1306-1,4,birikun kwagep,birikun kwagep,,one informant,Smith1988,,false,,,pp.80-81
buru1306-1-5-1,,buru1306-1,5,boro mohot,boro mohot,,hand one,Smith1988,,false,,,pp.80-81
buru1306-1-5-2,,buru1306-1,5,burukun,burukun,,some informants,Smith1988,,false,,,pp.80-81
buru1306-1-10-1,,buru1306-1,10,boro yahat,boro yahat,,hands two,Smith1988,,false,,,pp.80-81
buru1306-1-15-1,,buru1306-1,15,boro yahat kana mohot,boro yahat kana mohot,,hands two leg one,Smith1988,,false,,,pp.80-81
buru1306-1-20-1,,buru1306-1,20,azi mohot,azi mohot,,,Smith1988,,false,,,pp.80-81
buru1306-1-20-2,,buru1306-1,20,azi ipen mohot,azi ipen mohot,,some informants: ‘one man finished’,Smith1988,,false,,,pp.80-81
buru1306-1-20-3,,buru1306-1,20,biri yahat aka kana yahat,biri yahat aka kana yahat,,some informants: ‘hands two and legs two’,Smith1988,,false,,,pp.80-81
buru1306-2-1-1,,buru1306-2,1,mohokung,mohokung,,,LeanMorobe,,false,,,p.93
buru1306-2-2-1,,buru1306-2,2,weit,weit,,,LeanMorobe,,false,,,p.93
buru1306-2-3-1,,buru1306-2,3,karabut,karabut,,,LeanMorobe,,false,,,p.93
buru1306-2-4-1,,buru1306-2,4,kimbopakop,kimbopakop,,the status of 4 as a numeral is uncertain,LeanMorobe,,false,,,p.93
buru1306-2-5-1,,buru1306-2,5,birikun,birikun,,‘hand one’,LeanMorobe,,false,,,p.93
buru1306-2-6-1,,buru1306-2,6,ongop likep ni kun,ongop likep ni kun,,,LeanMorobe,,false,,,p.93
buru1306-2-10-1,,buru1306-2,10,biri weit,biri weit,,‘hands two’,LeanMorobe,,false,,,p.93
buru1306-2-15-1,,buru1306-2,15,biri weit kana kun,biri weit kana kun,,‘hands two leg one’ ,LeanMorobe,,false,,,p.93
buru1306-2-20-1,,buru1306-2,20,biriweit kana weit,biriweit kana weit,,‘hands two legs two’,LeanMorobe,,false,,,p.93
buru1306-3-1-1,,buru1306-3,1,mohokung,mohokung,,,Smith1988,,false,,,p.86
buru1306-3-2-1,,buru1306-3,2,weit,weit,,,Smith1988,,false,,,p.86
buru1306-3-3-1,,buru1306-3,3,karambut,karambut,,,Smith1988,,false,,,p.86
buru1306-3-4-1,,buru1306-3,4,kimbam parup,kimbam parup,,,Smith1988,,false,,,p.86
buru1306-3-5-1,,buru1306-3,5,birikun,birikun,,hand half,Smith1988,,false,,,p.86
buru1306-3-5-2,,buru1306-3,5,naman,naman,,"There appears to be a word for ‘five’, naman, but it is not clear if this is a true numeral or an expression indicating that half a hand is finished.",Smith1988,,false,,,p.86
buru1306-3-6-1,,buru1306-3,6,bin bara mohokung,bin bara mohokung,,,Smith1988,,false,,,p.86
buru1306-3-10-1,,buru1306-3,10,biri weit,biri weit,,,Smith1988,,false,,,p.86
buru1306-3-11-1,,buru1306-3,11,gem kana mohokung,gem kana mohokung,,,Smith1988,,false,,,p.86
buru1306-3-15-1,,buru1306-3,15,gem kana naman,gem kana naman,,,Smith1988,,false,,,p.86
buru1306-3-16-1,,buru1306-3,16,angam nambat ni biri kun,angam nambat ni biri kun,,,Smith1988,,false,,,p.86
buru1306-3-16-2,,buru1306-3,16,gem kana angam likep kup wei,gem kana angam likep kup wei,,,Smith1988,,false,,,p.86
buru1306-3-20-1,,buru1306-3,20,kana biri yomu,kana biri yomu,,,Smith1988,,false,,,p.86
buru1309-1-1-1,,buru1309-1,1,nete,nete,,,LeanEastSepik,,false,,,p.42
buru1309-1-2-1,,buru1309-1,2,vitik,vitik,,,LeanEastSepik,,false,,,p.42
buru1309-1-2-2,,buru1309-1,2,viti,viti,,,LeanEastSepik,,false,,,p.42
buru1309-1-3-1,,buru1309-1,3,kupuk,kupuk,,,LeanEastSepik,,false,,,p.42
buru1309-1-4-1,,buru1309-1,4,alnak,alnak,,,LeanEastSepik,,false,,,p.42
buru1309-1-5-1,,buru1309-1,5,tambanak,tambanak,,‘hand-one’,LeanEastSepik,,false,,,p.42
buru1309-1-6-1,,buru1309-1,6,tambanak sera,tambanak sera,,,LeanEastSepik,,false,,,p.42
buru1309-1-10-1,,buru1309-1,10,tamba vitik,tamba vitik,,‘hand two’,LeanEastSepik,,false,,,p.42
busa1255-1-1-1,,busa1255-1,1,dj’,dj’,,,Barth1910,,false,,,pp.234-279
busa1255-1-2-1,,busa1255-1,2,doea’,doea’,,,Barth1910,,false,,,pp.234-279
busa1255-1-3-1,,busa1255-1,3,tĕlò’,tĕlò’,,,Barth1910,,false,,,pp.234-279
busa1255-1-4-1,,busa1255-1,4,pát,pát,,,Barth1910,,false,,,pp.234-279
busa1255-1-5-1,,busa1255-1,5,lima’,lima’,,,Barth1910,,false,,,pp.234-279
busa1255-1-6-1,,busa1255-1,6,nam,nam,,,Barth1910,,false,,,pp.234-279
busa1255-1-7-1,,busa1255-1,7,toesoe’,toesoe’,,,Barth1910,,false,,,pp.234-279
busa1255-1-8-1,,busa1255-1,8,saja’,saja’,,,Barth1910,,false,,,pp.234-279
busa1255-1-9-1,,busa1255-1,9,pitan,pitan,,,Barth1910,,false,,,pp.234-279
busa1255-1-10-1,,busa1255-1,10,poeloe’,poeloe’,,,Barth1910,,false,,,pp.234-279
busa1255-1-11-1,,busa1255-1,11,poeloe’ dji’,poeloe’ dji’,,,Barth1910,,false,,,pp.234-279
busa1255-1-11-2,,busa1255-1,11,dji’ hoein poeloe’,dji’ hoein poeloe’,,,Barth1910,,false,,,pp.234-279
busa1255-1-12-1,,busa1255-1,12,poeloe’ doea’,poeloe’ doea’,,,Barth1910,,false,,,pp.234-279
busa1255-1-12-2,,busa1255-1,12,doea’ hoein poeloe’,doea’ hoein poeloe’,,,Barth1910,,false,,,pp.234-279
busa1255-1-13-1,,busa1255-1,13,poeloe’ tĕlò’,poeloe’ tĕlò’,,,Barth1910,,false,,,pp.234-279
busa1255-1-13-2,,busa1255-1,13,tĕlò’ hoein poeloe’,tĕlò’ hoein poeloe’,,,Barth1910,,false,,,pp.234-279
busa1255-1-14-1,,busa1255-1,14,poeloe’ pát,poeloe’ pát,,,Barth1910,,false,,,pp.234-279
busa1255-1-14-2,,busa1255-1,14,pát hoein poeloe’,pát hoein poeloe’,,,Barth1910,,false,,,pp.234-279
busa1255-1-15-1,,busa1255-1,15,poeloe’ lima’,poeloe’ lima’,,,Barth1910,,false,,,pp.234-279
busa1255-1-15-2,,busa1255-1,15,lima’ hoein poeloe’,lima’ hoein poeloe’,,,Barth1910,,false,,,pp.234-279
busa1255-1-16-1,,busa1255-1,16,poeloe’ nam,poeloe’ nam,,,Barth1910,,false,,,pp.234-279
busa1255-1-16-2,,busa1255-1,16,nam hoein poeloe’,nam hoein poeloe’,,,Barth1910,,false,,,pp.234-279
busa1255-1-18-1,,busa1255-1,18,poeloe’ saja’,poeloe’ saja’,,,Barth1910,,false,,,pp.234-279
busa1255-1-18-2,,busa1255-1,18,saja’ hoein poeloe’,saja’ hoein poeloe’,,,Barth1910,,false,,,pp.234-279
busa1255-1-19-1,,busa1255-1,19,poeloe’ pitan,poeloe’ pitan,,,Barth1910,,false,,,pp.234-279
busa1255-1-19-2,,busa1255-1,19,pitan hoein poeloe’,pitan hoein poeloe’,,,Barth1910,,false,,,pp.234-279
busa1255-1-20-1,,busa1255-1,20,doea’ poeloe’,doea’ poeloe’,,,Barth1910,,false,,,pp.234-279
busa1255-1-21-1,,busa1255-1,21,doea’ poeloe’ dji’,doea’ poeloe’ dji’,,,Barth1910,,false,,,pp.234-279
busa1255-1-25-1,,busa1255-1,25,doea’ poeloe’ lima’,doea’ poeloe’ lima’,,,Barth1910,,false,,,pp.234-279
busa1255-1-25-2,,busa1255-1,25,tĕngah tĕlò’ poeloe’,tĕngah tĕlò’ poeloe’,,,Barth1910,,false,,,pp.234-279
busa1255-1-30-1,,busa1255-1,30,tĕlò’ poeloe’,tĕlò’ poeloe’,,,Barth1910,,false,,,pp.234-279
busa1255-1-40-1,,busa1255-1,40,pát poeloe’,pát poeloe’,,,Barth1910,,false,,,pp.234-279
busa1255-1-50-1,,busa1255-1,50,lima’ poeloe’,lima’ poeloe’,,,Barth1910,,false,,,pp.234-279
busa1255-1-60-1,,busa1255-1,60,nam poeloe’,nam poeloe’,,,Barth1910,,false,,,pp.234-279
busa1255-1-90-1,,busa1255-1,90,pitan poeloe’,pitan poeloe’,,,Barth1910,,false,,,pp.234-279
busa1255-1-100-1,,busa1255-1,100,(m)atoe,(m)atoe,,,Barth1910,,false,,,pp.234-279
busa1255-1-200-1,,busa1255-1,200,doea’ atoe,doea’ atoe,,,Barth1910,,false,,,pp.234-279
busa1255-1-300-1,,busa1255-1,300,tĕlò’ atoe,tĕlò’ atoe,,,Barth1910,,false,,,pp.234-279
busa1255-1-800-1,,busa1255-1,800,saja’ atoe,saja’ atoe,,,Barth1910,,false,,,pp.234-279
busa1255-1-1000-1,,busa1255-1,1000,dji’ liboe,dji’ liboe,,,Barth1910,,false,,,pp.234-279
busa1255-1-3000-1,,busa1255-1,3000,tĕlò’ liboe,tĕlò’ liboe,,,Barth1910,,false,,,pp.234-279
bush1250-1-1-1,,bush1250-1,1,Raki,Raki,,,Gevrey1870,,false,,,p.117
bush1250-1-2-1,,bush1250-1,2,Rohi,Rohi,,,Gevrey1870,,false,,,p.117
bush1250-1-3-1,,bush1250-1,3,Mamoukou,Mamoukou,,,Gevrey1870,,false,,,p.117
bush1250-1-4-1,,bush1250-1,4,Effati,Effati,,,Gevrey1870,,false,,,p.117
bush1250-1-5-1,,bush1250-1,5,Taïpou,Taïpou,,[probably a typo],Gevrey1870,,false,,,p.117
bush1250-1-5-2,,bush1250-1,5,Païpou,Païpou,,[on p.109],Gevrey1870,,false,,,p.117
bush1250-1-6-1,,bush1250-1,6,Tchouta,Tchouta,,,Gevrey1870,,false,,,p.117
bush1250-1-7-1,,bush1250-1,7,Fitou,Fitou,,,Gevrey1870,,false,,,p.117
bush1250-1-8-1,,bush1250-1,8,Valou,Valou,,,Gevrey1870,,false,,,p.117
bush1250-1-9-1,,bush1250-1,9,Tsivi,Tsivi,,,Gevrey1870,,false,,,p.117
bush1250-1-10-1,,bush1250-1,10,Foulou,Foulou,,,Gevrey1870,,false,,,p.117
bush1250-1-11-1,,bush1250-1,11,Foulou-na-raki,Foulou-na-raki,,,Gevrey1870,,false,,,p.117
bush1250-1-20-1,,bush1250-1,20,Rohifoulou,Rohifoulou,,,Gevrey1870,,false,,,p.117
bush1250-1-21-1,,bush1250-1,21,Rohifoulou-nà-raki,Rohifoulou-nà-raki,,,Gevrey1870,,false,,,p.117
bush1250-1-30-1,,bush1250-1,30,Mamoukou-foulou,Mamoukou-foulou,,,Gevrey1870,,false,,,p.117
bush1250-1-43-1,,bush1250-1,43,Effatifoulou-nà-mamoukou,Effatifoulou-nà-mamoukou,,,Gevrey1870,,false,,,p.117
bush1250-1-50-1,,bush1250-1,50,Païpoufoulou,Païpoufoulou,,,Gevrey1870,,false,,,p.117
bush1250-1-100-1,,bush1250-1,100,Satou,Satou,,,Gevrey1870,,false,,,p.117
bush1250-1-1000-1,,bush1250-1,1000,Arivou,Arivou,,,Gevrey1870,,false,,,p.117
